school,close_contact,postive_case,suspected_case,total,date,cluster,listed
Pharr ES,6.0,,1.0,7.0,8/26/2020,Grayson,yes
Pharr ES,6.0,0.0,0.0,6.0,9/1/2020,Grayson,yes
Pharr ES,2.0,0.0,0.0,2.0,9/2/2020,Grayson,yes
Pharr ES,21.0,0.0,1.0,22.0,9/3/2020,Grayson,yes
Phoenix HS,,,,0.0,8/21/2020,Other,added
Phoenix HS,,,,0.0,8/24/2020,Other,added
Phoenix HS,0.0,0.0,1.0,1.0,8/28/2020,Other,added
Phoenix HS,0.0,0.0,1.0,1.0,8/31/2020,Other,added
Phoenix HS,,,,0.0,8/18/2020,Other,added
Phoenix HS,,,,0.0,8/19/2020,Other,added
Phoenix HS,,,,0.0,8/20/2020,Other,added
Phoenix HS,,,1.0,1.0,8/25/2020,Other,added
Phoenix HS,,,1.0,1.0,8/26/2020,Other,added
Phoenix HS,0.0,0.0,0.0,0.0,9/1/2020,Other,added
Phoenix HS,0.0,0.0,0.0,0.0,9/2/2020,Other,added
Phoenix HS,0.0,0.0,0.0,0.0,9/3/2020,Other,added
Pinckneyville MS,,,,0.0,8/21/2020,Norcross,added
Pinckneyville MS,,,,0.0,8/24/2020,Norcross,added
Pinckneyville MS,1.0,0.0,1.0,2.0,8/28/2020,Norcross,added
Pinckneyville MS,1.0,0.0,1.0,2.0,8/31/2020,Norcross,added
Pinckneyville MS,,,,0.0,8/18/2020,Norcross,added
Pinckneyville MS,,,,0.0,8/19/2020,Norcross,added
Pinckneyville MS,,,,0.0,8/20/2020,Norcross,added
Pinckneyville MS,1.0,,,1.0,8/25/2020,Norcross,added
Pinckneyville MS,1.0,,,1.0,8/26/2020,Norcross,added
Pinckneyville MS,1.0,0.0,1.0,2.0,9/1/2020,Norcross,added
Pinckneyville MS,1.0,0.0,1.0,2.0,9/2/2020,Norcross,added
Pinckneyville MS,1.0,0.0,1.0,2.0,9/3/2020,Norcross,added
Puckett's Mill ES,2.0,1.0,,3.0,8/21/2020,Mill Creek,yes
Puckett's Mill ES,1.0,,,1.0,8/24/2020,Mill Creek,yes
Puckett's Mill ES,4.0,0.0,2.0,6.0,8/28/2020,Mill Creek,yes
Puckett's Mill ES,4.0,0.0,3.0,7.0,8/31/2020,Mill Creek,yes
Puckett's Mill ES,1.0,1.0,,2.0,8/18/2020,Mill Creek,yes
Puckett's Mill ES,1.0,1.0,,2.0,8/19/2020,Mill Creek,yes
Puckett's Mill ES,1.0,1.0,,2.0,8/20/2020,Mill Creek,yes
Puckett's Mill ES,1.0,,,1.0,8/25/2020,Mill Creek,yes
Puckett's Mill ES,1.0,,,1.0,8/26/2020,Mill Creek,yes
Puckett's Mill ES,4.0,0.0,4.0,8.0,9/1/2020,Mill Creek,yes
Puckett's Mill ES,4.0,0.0,4.0,8.0,9/2/2020,Mill Creek,yes
Puckett's Mill ES,4.0,0.0,4.0,8.0,9/3/2020,Mill Creek,yes
Radloff MS,,,,0.0,8/21/2020,Meadowcreek,added
Radloff MS,,,,0.0,8/24/2020,Meadowcreek,added
Radloff MS,0.0,0.0,0.0,0.0,8/28/2020,Meadowcreek,added
Radloff MS,1.0,0.0,0.0,1.0,8/31/2020,Meadowcreek,added
Radloff MS,,,,0.0,8/18/2020,Meadowcreek,added
Radloff MS,,,,0.0,8/19/2020,Meadowcreek,added
Radloff MS,,,,0.0,8/20/2020,Meadowcreek,added
Radloff MS,,,,0.0,8/25/2020,Meadowcreek,added
Radloff MS,,,,0.0,8/26/2020,Meadowcreek,added
Radloff MS,2.0,0.0,0.0,2.0,9/1/2020,Meadowcreek,added
Radloff MS,2.0,0.0,0.0,2.0,9/2/2020,Meadowcreek,added
Radloff MS,2.0,0.0,1.0,3.0,9/3/2020,Meadowcreek,added
Richards MS,,,1.0,1.0,8/21/2020,Discovery,added
Richards MS,,,1.0,1.0,8/24/2020,Discovery,added
Richards MS,0.0,0.0,2.0,2.0,8/28/2020,Discovery,added
Richards MS,7.0,0.0,5.0,12.0,8/31/2020,Discovery,added
Richards MS,2.0,,2.0,4.0,8/18/2020,Discovery,added
Richards MS,2.0,,2.0,4.0,8/19/2020,Discovery,added
Richards MS,2.0,,2.0,4.0,8/20/2020,Discovery,added
Richards MS,,,1.0,1.0,8/25/2020,Discovery,added
Richards MS,,,1.0,1.0,8/26/2020,Discovery,added
Richards MS,7.0,0.0,7.0,14.0,9/1/2020,Discovery,added
Richards MS,7.0,0.0,8.0,15.0,9/2/2020,Discovery,added
Richards MS,7.0,0.0,7.0,14.0,9/3/2020,Discovery,added
Riverside ES,,,1.0,1.0,8/21/2020,North Gwinnett,added
Riverside ES,,,,0.0,8/24/2020,North Gwinnett,added
Riverside ES,0.0,0.0,0.0,0.0,8/28/2020,North Gwinnett,added
Riverside ES,1.0,0.0,0.0,1.0,8/31/2020,North Gwinnett,added
Riverside ES,1.0,,1.0,2.0,8/18/2020,North Gwinnett,added
Riverside ES,1.0,,1.0,2.0,8/19/2020,North Gwinnett,added
Riverside ES,1.0,,1.0,2.0,8/20/2020,North Gwinnett,added
Riverside ES,,,,0.0,8/25/2020,North Gwinnett,added
Riverside ES,,,,0.0,8/26/2020,North Gwinnett,added
Riverside ES,1.0,0.0,1.0,2.0,9/1/2020,North Gwinnett,added
Riverside ES,1.0,0.0,1.0,2.0,9/2/2020,North Gwinnett,added
Riverside ES,1.0,0.0,1.0,2.0,9/3/2020,North Gwinnett,added
Roberts ES,,,,0.0,8/21/2020,North Gwinnett,added
Roberts ES,,,,0.0,8/24/2020,North Gwinnett,added
Roberts ES,0.0,0.0,1.0,1.0,8/28/2020,North Gwinnett,added
Roberts ES,0.0,1.0,1.0,2.0,8/31/2020,North Gwinnett,added
Roberts ES,,,,0.0,8/18/2020,North Gwinnett,added
Roberts ES,,,,0.0,8/19/2020,North Gwinnett,added
Roberts ES,,,,0.0,8/20/2020,North Gwinnett,added
Roberts ES,,,,0.0,8/25/2020,North Gwinnett,added
Roberts ES,,,,0.0,8/26/2020,North Gwinnett,added
Roberts ES,0.0,1.0,1.0,2.0,9/1/2020,North Gwinnett,added
Roberts ES,0.0,1.0,1.0,2.0,9/2/2020,North Gwinnett,added
Roberts ES,0.0,1.0,2.0,3.0,9/3/2020,North Gwinnett,added
Rock Springs ES,,,3.0,3.0,8/21/2020,Collins Hill,yes
Rock Springs ES,,,2.0,2.0,8/24/2020,Collins Hill,yes
Rock Springs ES,1.0,0.0,2.0,3.0,8/28/2020,Collins Hill,yes
Rock Springs ES,1.0,0.0,2.0,3.0,8/31/2020,Collins Hill,yes
Rock Springs ES,1.0,,2.0,3.0,8/18/2020,Collins Hill,yes
Rock Springs ES,1.0,,3.0,4.0,8/19/2020,Collins Hill,yes
Rock Springs ES,,,3.0,3.0,8/20/2020,Collins Hill,yes
Rock Springs ES,,,2.0,2.0,8/25/2020,Collins Hill,yes
Rock Springs ES,,,2.0,2.0,8/26/2020,Collins Hill,yes
Rock Springs ES,7.0,0.0,0.0,7.0,9/1/2020,Collins Hill,yes
Rock Springs ES,7.0,0.0,0.0,7.0,9/2/2020,Collins Hill,yes
Rock Springs ES,7.0,0.0,0.0,7.0,9/3/2020,Collins Hill,yes
Rockbridge ES,,,,0.0,8/21/2020,Meadowcreek,added
Rockbridge ES,,,,0.0,8/24/2020,Meadowcreek,added
Rockbridge ES,2.0,0.0,0.0,2.0,8/28/2020,Meadowcreek,added
Rockbridge ES,3.0,0.0,0.0,3.0,8/31/2020,Meadowcreek,added
Rockbridge ES,,,,0.0,8/18/2020,Meadowcreek,added
Rockbridge ES,,,,0.0,8/19/2020,Meadowcreek,added
Rockbridge ES,,,,0.0,8/20/2020,Meadowcreek,added
Rockbridge ES,,,,0.0,8/25/2020,Meadowcreek,added
Rockbridge ES,2.0,,,2.0,8/26/2020,Meadowcreek,added
Rockbridge ES,5.0,0.0,0.0,5.0,9/1/2020,Meadowcreek,added
Rockbridge ES,5.0,0.0,0.0,5.0,9/2/2020,Meadowcreek,added
Rockbridge ES,5.0,0.0,0.0,5.0,9/3/2020,Meadowcreek,added
Rosebud ES,,,,0.0,8/21/2020,South Gwinnett,added
Rosebud ES,,,,0.0,8/24/2020,South Gwinnett,added
Rosebud ES,0.0,0.0,1.0,1.0,8/28/2020,South Gwinnett,added
Rosebud ES,0.0,0.0,1.0,1.0,8/31/2020,South Gwinnett,added
Rosebud ES,,,,0.0,8/18/2020,South Gwinnett,added
Rosebud ES,,,,0.0,8/19/2020,South Gwinnett,added
Rosebud ES,,,,0.0,8/20/2020,South Gwinnett,added
Rosebud ES,,,,0.0,8/25/2020,South Gwinnett,added
Rosebud ES,,,1.0,1.0,8/26/2020,South Gwinnett,added
Rosebud ES,0.0,0.0,1.0,1.0,9/1/2020,South Gwinnett,added
Rosebud ES,0.0,0.0,1.0,1.0,9/2/2020,South Gwinnett,added
Rosebud ES,0.0,0.0,1.0,1.0,9/3/2020,South Gwinnett,added
Shiloh ES,,,1.0,1.0,8/21/2020,Shiloh,yes
Shiloh ES,,,,0.0,8/24/2020,Shiloh,yes
Shiloh ES,2.0,1.0,2.0,5.0,8/28/2020,Shiloh,yes
Shiloh ES,2.0,1.0,2.0,5.0,8/31/2020,Shiloh,yes
Shiloh ES,5.0,,3.0,8.0,8/18/2020,Shiloh,yes
Shiloh ES,1.0,,2.0,3.0,8/19/2020,Shiloh,yes
Shiloh ES,1.0,,2.0,3.0,8/20/2020,Shiloh,yes
Shiloh ES,,,,0.0,8/25/2020,Shiloh,yes
Shiloh ES,1.0,,2.0,3.0,8/26/2020,Shiloh,yes
Shiloh ES,2.0,1.0,1.0,4.0,9/1/2020,Shiloh,yes
Shiloh ES,1.0,0.0,1.0,2.0,9/2/2020,Shiloh,yes
Shiloh ES,1.0,0.0,0.0,1.0,9/3/2020,Shiloh,yes
Shiloh HS,,,,0.0,8/21/2020,Shiloh,yes
Shiloh HS,,,,0.0,8/24/2020,Shiloh,yes
Shiloh HS,28.0,0.0,2.0,30.0,8/28/2020,Shiloh,yes
Shiloh HS,27.0,0.0,2.0,29.0,8/31/2020,Shiloh,yes
Shiloh HS,2.0,,1.0,3.0,8/18/2020,Shiloh,yes
Shiloh HS,,,1.0,1.0,8/19/2020,Shiloh,yes
Shiloh HS,,,,0.0,8/20/2020,Shiloh,yes
Shiloh HS,2.0,,,2.0,8/25/2020,Shiloh,yes
Shiloh HS,2.0,,,2.0,8/26/2020,Shiloh,yes
Shiloh HS,27.0,0.0,2.0,29.0,9/1/2020,Shiloh,yes
Shiloh HS,27.0,0.0,2.0,29.0,9/2/2020,Shiloh,yes
Shiloh HS,27.0,0.0,2.0,29.0,9/3/2020,Shiloh,yes
Shiloh MS,,,,0.0,8/21/2020,Shiloh,added
Shiloh MS,,,,0.0,8/24/2020,Shiloh,added
Shiloh MS,0.0,0.0,0.0,0.0,8/28/2020,Shiloh,added
Shiloh MS,0.0,0.0,0.0,0.0,8/31/2020,Shiloh,added
Shiloh MS,,,,0.0,8/18/2020,Shiloh,added
Shiloh MS,,,,0.0,8/19/2020,Shiloh,added
Shiloh MS,,,,0.0,8/20/2020,Shiloh,added
Shiloh MS,,,,0.0,8/25/2020,Shiloh,added
Shiloh MS,,,,0.0,8/26/2020,Shiloh,added
Shiloh MS,0.0,0.0,0.0,0.0,9/1/2020,Shiloh,added
Shiloh MS,0.0,0.0,0.0,0.0,9/2/2020,Shiloh,added
Shiloh MS,1.0,0.0,1.0,2.0,9/3/2020,Shiloh,added
Simonton ES,1.0,,,1.0,8/21/2020,Central Gwinnett,added
Simonton ES,1.0,,,1.0,8/24/2020,Central Gwinnett,added
Simonton ES,0.0,1.0,0.0,1.0,8/28/2020,Central Gwinnett,added
Simonton ES,0.0,1.0,0.0,1.0,8/31/2020,Central Gwinnett,added
Simonton ES,1.0,,,1.0,8/18/2020,Central Gwinnett,added
Simonton ES,1.0,,,1.0,8/19/2020,Central Gwinnett,added
Simonton ES,1.0,,,1.0,8/20/2020,Central Gwinnett,added
Simonton ES,1.0,,,1.0,8/25/2020,Central Gwinnett,added
Simonton ES,1.0,,,1.0,8/26/2020,Central Gwinnett,added
Simonton ES,0.0,0.0,1.0,1.0,9/1/2020,Central Gwinnett,added
Simonton ES,0.0,0.0,1.0,1.0,9/2/2020,Central Gwinnett,added
Simonton ES,0.0,0.0,1.0,1.0,9/3/2020,Central Gwinnett,added
Simpson ES,,,,0.0,8/21/2020,Norcross,added
Simpson ES,,,,0.0,8/24/2020,Norcross,added
Simpson ES,0.0,0.0,0.0,0.0,8/28/2020,Norcross,added
Simpson ES,0.0,0.0,0.0,0.0,8/31/2020,Norcross,added
Simpson ES,4.0,,,4.0,8/18/2020,Norcross,added
Simpson ES,4.0,,,4.0,8/19/2020,Norcross,added
Simpson ES,,,,0.0,8/20/2020,Norcross,added
Simpson ES,,,,0.0,8/25/2020,Norcross,added
Simpson ES,,,,0.0,8/26/2020,Norcross,added
Simpson ES,0.0,0.0,0.0,0.0,9/1/2020,Norcross,added
Simpson ES,0.0,0.0,0.0,0.0,9/2/2020,Norcross,added
Simpson ES,0.0,0.0,0.0,0.0,9/3/2020,Norcross,added
Snellville MS,,,1.0,1.0,8/21/2020,South Gwinnett,yes
Snellville MS,1.0,,1.0,2.0,8/24/2020,South Gwinnett,yes
Snellville MS,1.0,0.0,1.0,2.0,8/28/2020,South Gwinnett,yes
Snellville MS,1.0,0.0,1.0,2.0,8/31/2020,South Gwinnett,yes
Snellville MS,,,1.0,1.0,8/18/2020,South Gwinnett,yes
Snellville MS,,,1.0,1.0,8/19/2020,South Gwinnett,yes
Snellville MS,,,1.0,1.0,8/20/2020,South Gwinnett,yes
Snellville MS,1.0,,1.0,2.0,8/25/2020,South Gwinnett,yes
Snellville MS,1.0,,1.0,2.0,8/26/2020,South Gwinnett,yes
Snellville MS,1.0,0.0,0.0,1.0,9/1/2020,South Gwinnett,yes
Snellville MS,0.0,0.0,0.0,0.0,9/2/2020,South Gwinnett,yes
Snellville MS,0.0,0.0,0.0,0.0,9/3/2020,South Gwinnett,yes
South Gwinnett HS,,,,0.0,8/21/2020,South Gwinnett,yes
South Gwinnett HS,,1.0,,1.0,8/24/2020,South Gwinnett,yes
South Gwinnett HS,2.0,0.0,1.0,3.0,8/28/2020,South Gwinnett,yes
South Gwinnett HS,4.0,0.0,1.0,5.0,8/31/2020,South Gwinnett,yes
South Gwinnett HS,,,,0.0,8/18/2020,South Gwinnett,yes
South Gwinnett HS,,,,0.0,8/19/2020,South Gwinnett,yes
South Gwinnett HS,,,,0.0,8/20/2020,South Gwinnett,yes
South Gwinnett HS,1.0,1.0,,2.0,8/25/2020,South Gwinnett,yes
South Gwinnett HS,2.0,,,2.0,8/26/2020,South Gwinnett,yes
South Gwinnett HS,3.0,0.0,1.0,4.0,9/1/2020,South Gwinnett,yes
South Gwinnett HS,13.0,0.0,2.0,15.0,9/2/2020,South Gwinnett,yes
South Gwinnett HS,13.0,0.0,2.0,15.0,9/3/2020,South Gwinnett,yes
Starling ES,,,,0.0,8/21/2020,Grayson,added
Starling ES,,,,0.0,8/24/2020,Grayson,added
Starling ES,0.0,0.0,0.0,0.0,8/28/2020,Grayson,added
Starling ES,0.0,0.0,0.0,0.0,8/31/2020,Grayson,added
Starling ES,,,1.0,1.0,8/18/2020,Grayson,added
Starling ES,,,1.0,1.0,8/19/2020,Grayson,added
Starling ES,,,,0.0,8/20/2020,Grayson,added
Starling ES,,,,0.0,8/25/2020,Grayson,added
Starling ES,,,,0.0,8/26/2020,Grayson,added
Starling ES,0.0,0.0,0.0,0.0,9/1/2020,Grayson,added
Starling ES,0.0,0.0,0.0,0.0,9/2/2020,Grayson,added
Starling ES,0.0,0.0,0.0,0.0,9/3/2020,Grayson,added
Stripling ES,,,3.0,3.0,8/21/2020,Norcross,yes
Stripling ES,,,3.0,3.0,8/24/2020,Norcross,yes
Stripling ES,0.0,0.0,4.0,4.0,8/28/2020,Norcross,yes
Stripling ES,0.0,0.0,4.0,4.0,8/31/2020,Norcross,yes
Stripling ES,,,,0.0,8/18/2020,Norcross,yes
Stripling ES,,,1.0,1.0,8/19/2020,Norcross,yes
Stripling ES,,,2.0,2.0,8/20/2020,Norcross,yes
Stripling ES,,,3.0,3.0,8/25/2020,Norcross,yes
Stripling ES,,,3.0,3.0,8/26/2020,Norcross,yes
Stripling ES,0.0,0.0,1.0,1.0,9/1/2020,Norcross,yes
Stripling ES,0.0,0.0,1.0,1.0,9/2/2020,Norcross,yes
Stripling ES,0.0,0.0,0.0,0.0,9/3/2020,Norcross,yes
Sugar Hill ES,1.0,,1.0,2.0,8/21/2020,Lanier,yes
Sugar Hill ES,1.0,,,1.0,8/24/2020,Lanier,yes
Sugar Hill ES,1.0,0.0,0.0,1.0,8/28/2020,Lanier,yes
Sugar Hill ES,1.0,0.0,0.0,1.0,8/31/2020,Lanier,yes
Sugar Hill ES,,,2.0,2.0,8/18/2020,Lanier,yes
Sugar Hill ES,,,1.0,1.0,8/19/2020,Lanier,yes
Sugar Hill ES,,,1.0,1.0,8/20/2020,Lanier,yes
Sugar Hill ES,1.0,,,1.0,8/25/2020,Lanier,yes
Sugar Hill ES,1.0,,,1.0,8/26/2020,Lanier,yes
Sugar Hill ES,0.0,0.0,1.0,1.0,9/1/2020,Lanier,yes
Sugar Hill ES,0.0,0.0,2.0,2.0,9/2/2020,Lanier,yes
Sugar Hill ES,1.0,0.0,2.0,3.0,9/3/2020,Lanier,yes
Summerour MS,2.0,,2.0,4.0,8/21/2020,Norcross,added
Summerour MS,1.0,,1.0,2.0,8/24/2020,Norcross,added
Summerour MS,2.0,0.0,1.0,3.0,8/28/2020,Norcross,added
Summerour MS,2.0,0.0,1.0,3.0,8/31/2020,Norcross,added
Summerour MS,3.0,,1.0,4.0,8/18/2020,Norcross,added
Summerour MS,3.0,,1.0,4.0,8/19/2020,Norcross,added
Summerour MS,3.0,,2.0,5.0,8/20/2020,Norcross,added
Summerour MS,2.0,,1.0,3.0,8/25/2020,Norcross,added
Summerour MS,2.0,,1.0,3.0,8/26/2020,Norcross,added
Summerour MS,0.0,0.0,0.0,0.0,9/1/2020,Norcross,added
Summerour MS,0.0,0.0,1.0,1.0,9/2/2020,Norcross,added
Summerour MS,0.0,0.0,1.0,1.0,9/3/2020,Norcross,added
Suwanee ES,,,,0.0,8/21/2020,North Gwinnett,added
Suwanee ES,,,,0.0,8/24/2020,North Gwinnett,added
Suwanee ES,0.0,0.0,0.0,0.0,8/28/2020,North Gwinnett,added
Suwanee ES,0.0,0.0,0.0,0.0,8/31/2020,North Gwinnett,added
Suwanee ES,,,,0.0,8/18/2020,North Gwinnett,added
Suwanee ES,,,,0.0,8/19/2020,North Gwinnett,added
Suwanee ES,,,,0.0,8/20/2020,North Gwinnett,added
Suwanee ES,,,,0.0,8/25/2020,North Gwinnett,added
Suwanee ES,,,,0.0,8/26/2020,North Gwinnett,added
Suwanee ES,0.0,0.0,0.0,0.0,9/1/2020,North Gwinnett,added
Suwanee ES,0.0,0.0,0.0,0.0,9/2/2020,North Gwinnett,added
Suwanee ES,0.0,0.0,0.0,0.0,9/3/2020,North Gwinnett,added
Sweetwater MS,,,2.0,2.0,8/21/2020,Berkmar,added
Sweetwater MS,,,1.0,1.0,8/24/2020,Berkmar,added
Sweetwater MS,0.0,1.0,1.0,2.0,8/28/2020,Berkmar,added
Sweetwater MS,0.0,1.0,1.0,2.0,8/31/2020,Berkmar,added
Sweetwater MS,,,3.0,3.0,8/18/2020,Berkmar,added
Sweetwater MS,,,3.0,3.0,8/19/2020,Berkmar,added
Sweetwater MS,,,3.0,3.0,8/20/2020,Berkmar,added
Sweetwater MS,,1.0,1.0,2.0,8/25/2020,Berkmar,added
Sweetwater MS,,1.0,1.0,2.0,8/26/2020,Berkmar,added
Sweetwater MS,0.0,0.0,1.0,1.0,9/1/2020,Berkmar,added
Sweetwater MS,0.0,0.0,1.0,1.0,9/2/2020,Berkmar,added
Sweetwater MS,1.0,0.0,2.0,3.0,9/3/2020,Berkmar,added
Sycamore ES,,,,0.0,8/21/2020,Lanier,yes
Sycamore ES,,,,0.0,8/24/2020,Lanier,yes
Sycamore ES,2.0,0.0,1.0,3.0,8/28/2020,Lanier,yes
Sycamore ES,2.0,0.0,1.0,3.0,8/31/2020,Lanier,yes
Sycamore ES,,,,0.0,8/18/2020,Lanier,yes
Sycamore ES,,,,0.0,8/19/2020,Lanier,yes
Sycamore ES,,,,0.0,8/20/2020,Lanier,yes
Sycamore ES,,,,0.0,8/25/2020,Lanier,yes
Sycamore ES,,,,0.0,8/26/2020,Lanier,yes
Sycamore ES,2.0,0.0,1.0,3.0,9/1/2020,Lanier,yes
Sycamore ES,2.0,0.0,1.0,3.0,9/2/2020,Lanier,yes
Sycamore ES,2.0,0.0,1.0,3.0,9/3/2020,Lanier,yes
Taylor ES,,,,0.0,8/21/2020,Collins Hill,yes
Taylor ES,,,1.0,1.0,8/24/2020,Collins Hill,yes
Taylor ES,0.0,0.0,1.0,1.0,8/28/2020,Collins Hill,yes
Taylor ES,0.0,0.0,2.0,2.0,8/31/2020,Collins Hill,yes
Taylor ES,,,,0.0,8/18/2020,Collins Hill,yes
Taylor ES,,,,0.0,8/19/2020,Collins Hill,yes
Taylor ES,,,,0.0,8/20/2020,Collins Hill,yes
Taylor ES,,,1.0,1.0,8/25/2020,Collins Hill,yes
Taylor ES,,,1.0,1.0,8/26/2020,Collins Hill,yes
Taylor ES,0.0,0.0,1.0,1.0,9/1/2020,Collins Hill,yes
Taylor ES,0.0,0.0,1.0,1.0,9/2/2020,Collins Hill,yes
Taylor ES,0.0,0.0,2.0,2.0,9/3/2020,Collins Hill,yes
Trickum MS,,,,0.0,8/21/2020,Parkview,added
Trickum MS,,,,0.0,8/24/2020,Parkview,added
Trickum MS,0.0,0.0,1.0,1.0,8/28/2020,Parkview,added
Trickum MS,0.0,0.0,1.0,1.0,8/31/2020,Parkview,added
Trickum MS,,,,0.0,8/18/2020,Parkview,added
Trickum MS,,,,0.0,8/19/2020,Parkview,added
Trickum MS,,,,0.0,8/20/2020,Parkview,added
Trickum MS,,,,0.0,8/25/2020,Parkview,added
Trickum MS,,,,0.0,8/26/2020,Parkview,added
Trickum MS,2.0,0.0,3.0,5.0,9/1/2020,Parkview,added
Trickum MS,2.0,0.0,3.0,5.0,9/2/2020,Parkview,added
Trickum MS,2.0,0.0,3.0,5.0,9/3/2020,Parkview,added
Trip ES,,,,0.0,8/21/2020,Grayson,added
Trip ES,,,,0.0,8/24/2020,Grayson,added
Trip ES,0.0,0.0,1.0,1.0,8/28/2020,Grayson,added
Trip ES,0.0,0.0,1.0,1.0,8/31/2020,Grayson,added
Trip ES,,,,0.0,8/18/2020,Grayson,added
Trip ES,,,,0.0,8/19/2020,Grayson,added
Trip ES,,,,0.0,8/20/2020,Grayson,added
Trip ES,,,,0.0,8/25/2020,Grayson,added
Trip ES,,,,0.0,8/26/2020,Grayson,added
Trip ES,0.0,0.0,3.0,3.0,9/1/2020,Grayson,added
Trip ES,1.0,0.0,3.0,4.0,9/2/2020,Grayson,added
Trip ES,1.0,0.0,3.0,4.0,9/3/2020,Grayson,added
Twin Rivers MS,5.0,,,5.0,8/21/2020,Mountain View,added
Twin Rivers MS,1.0,,,1.0,8/24/2020,Mountain View,added
Twin Rivers MS,0.0,0.0,0.0,0.0,8/28/2020,Mountain View,added
Twin Rivers MS,26.0,0.0,2.0,28.0,8/31/2020,Mountain View,added
Twin Rivers MS,3.0,,,3.0,8/18/2020,Mountain View,added
Twin Rivers MS,3.0,,,3.0,8/19/2020,Mountain View,added
Twin Rivers MS,5.0,,,5.0,8/20/2020,Mountain View,added
Twin Rivers MS,1.0,,,1.0,8/25/2020,Mountain View,added
Twin Rivers MS,1.0,,,1.0,8/26/2020,Mountain View,added
Twin Rivers MS,27.0,1.0,2.0,30.0,9/1/2020,Mountain View,added
Twin Rivers MS,26.0,1.0,2.0,29.0,9/2/2020,Mountain View,added
Twin Rivers MS,26.0,1.0,4.0,31.0,9/3/2020,Mountain View,added
White Oak ES,,,,0.0,8/21/2020,Lanier,added
White Oak ES,,,,0.0,8/24/2020,Lanier,added
White Oak ES,1.0,0.0,0.0,1.0,8/28/2020,Lanier,added
White Oak ES,1.0,0.0,0.0,1.0,8/31/2020,Lanier,added
White Oak ES,,,,0.0,8/18/2020,Lanier,added
White Oak ES,,,,0.0,8/19/2020,Lanier,added
White Oak ES,,,,0.0,8/20/2020,Lanier,added
White Oak ES,,,,0.0,8/25/2020,Lanier,added
White Oak ES,,,,0.0,8/26/2020,Lanier,added
White Oak ES,1.0,0.0,0.0,1.0,9/1/2020,Lanier,added
White Oak ES,1.0,0.0,0.0,1.0,9/2/2020,Lanier,added
White Oak ES,1.0,0.0,2.0,3.0,9/3/2020,Lanier,added
Winn Holt ES,18.0,,7.0,25.0,8/21/2020,Central Gwinnett,yes
Winn Holt ES,17.0,,4.0,21.0,8/24/2020,Central Gwinnett,yes
Winn Holt ES,14.0,0.0,5.0,19.0,8/28/2020,Central Gwinnett,yes
Winn Holt ES,14.0,0.0,6.0,20.0,8/31/2020,Central Gwinnett,yes
Winn Holt ES,18.0,,5.0,23.0,8/18/2020,Central Gwinnett,yes
Winn Holt ES,18.0,,6.0,24.0,8/19/2020,Central Gwinnett,yes
Winn Holt ES,18.0,,7.0,25.0,8/20/2020,Central Gwinnett,yes
Winn Holt ES,15.0,,3.0,18.0,8/25/2020,Central Gwinnett,yes
Winn Holt ES,8.0,,4.0,12.0,8/26/2020,Central Gwinnett,yes
Winn Holt ES,13.0,0.0,3.0,16.0,9/1/2020,Central Gwinnett,yes
Winn Holt ES,13.0,0.0,4.0,17.0,9/2/2020,Central Gwinnett,yes
Winn Holt ES,13.0,0.0,4.0,17.0,9/3/2020,Central Gwinnett,yes
Woodward Mill ES,1.0,,2.0,3.0,8/21/2020,Mountain View,yes
Woodward Mill ES,1.0,,3.0,4.0,8/24/2020,Mountain View,yes
Woodward Mill ES,3.0,0.0,1.0,4.0,8/28/2020,Mountain View,yes
Woodward Mill ES,4.0,0.0,1.0,5.0,8/31/2020,Mountain View,yes
Woodward Mill ES,,,2.0,2.0,8/18/2020,Mountain View,yes
Woodward Mill ES,1.0,,4.0,5.0,8/19/2020,Mountain View,yes
Woodward Mill ES,1.0,,2.0,3.0,8/20/2020,Mountain View,yes
Woodward Mill ES,1.0,,3.0,4.0,8/25/2020,Mountain View,yes
Woodward Mill ES,1.0,,3.0,4.0,8/26/2020,Mountain View,yes
Woodward Mill ES,2.0,0.0,0.0,2.0,9/1/2020,Mountain View,yes
Woodward Mill ES,2.0,0.0,0.0,2.0,9/2/2020,Mountain View,yes
Woodward Mill ES,2.0,0.0,0.0,2.0,9/3/2020,Mountain View,yes
Total,139.0,16.0,95.0,250.0,8/21/2020,Total,yes
Total,128.0,12.0,71.0,211.0,8/24/2020,Total,yes
Total,235.0,17.0,147.0,399.0,8/28/2020,Total,yes
Total,318.0,18.0,171.0,507.0,8/31/2020,Total,yes
Total,141.0,13.0,76.0,230.0,8/18/2020,Total,yes
Total,121.0,15.0,86.0,222.0,8/19/2020,Total,yes
Total,129.0,16.0,91.0,236.0,8/20/2020,Total,yes
Total,135.0,16.0,75.0,226.0,8/25/2020,Total,yes
Total,137.0,13.0,87.0,237.0,8/26/2020,Total,yes
Total,440.0,16.0,183.0,639.0,9/1/2020,Total,yes
Total,511.0,12.0,201.0,724.0,9/2/2020,Total,yes
Total,591.0,9.0,248.0,848.0,9/3/2020,Total,yes
Alcova ES,0.0,0.0,6.0,6.0,9/4/2020,Dacula,yes
Alford ES,0.0,0.0,0.0,0.0,9/4/2020,Discovery,added
Anderson-Livsey ES,0.0,0.0,0.0,0.0,9/4/2020,Shiloh,added
